AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
1009.46;77.88;0;33;21.3;13
1010.44;76;0;32;21.8;15
1012.27;84;9.8;31.6;19.5;15
1012.44;91.38;0.7;27.2;21.1;19
1011.31;86.75;19;29.8;21.7;20
1012.25;98;26.5;23.3;19.7;30
1013.76;92.63;0.5;23.4;19.3;20
1013.45;84.63;0;26.7;21;22
1012.61;83.5;0;28.8;20.7;24
1011.64;80.25;0;30.7;19.1;13
1010.97;71.88;0;30.2;19;26
1011.9;71.13;0;29.6;16.1;26
1011.57;74.25;0;30.2;16.5;17
1011.94;76.38;0;30.8;16.3;11
1011.2;79.38;0.6;30.5;20.2;15
1010.71;78.88;0;30.5;21.2;17
1010.68;86.63;4.2;28.5;22.3;19
1013.07;87.13;0;28.9;22.6;11
1013.32;83.38;0;31;20.7;13
1011;79.63;0;31.9;20.2;17
1011.83;77.63;0;32.1;18.9;9
1014.2;77.63;0.2;30.6;23.1;13
1014.61;88;5.5;30.2;22.8;15
1015.01;96;16.3;27.1;20.5;39
1014.85;88;0;28.8;20;17
1013.37;76;0;28;19.3;26
1013.52;69.38;0;27.4;18.6;30
1014.26;73.88;0;28.1;16.1;19
1015.02;76.13;0;28.4;15.4;19
1014.43;77.88;0;27.9;15.4;17
1014.09;78.5;0;26.6;14.2;9
1015.4;78.25;0;26.6;14.2;13
1017.52;77.63;0;24.7;14.1;9
1017.56;76.88;0;25.1;12.6;13
1017.09;76.25;0;27.1;12.5;11
1017.57;75;0;27.6;14.1;9
1016.91;75.25;0;27.6;15.4;9
1017.48;73.88;0;28.6;17;19
1017.05;76.13;0;29.3;15.5;13
1015.06;78.75;0;28.9;16.1;9
1013.09;79.5;0;29.4;17;11
1012.11;77.88;0;29.3;16.9;9
1011.66;77.63;0;29.4;17.3;13
1011.73;74.5;0;30.4;16.3;15
1011.64;78.5;0;29.7;15.8;17
1011.34;75.88;0;29.7;14.8;9
1010.7;72.38;0;30.6;13.7;9
1011.19;75.25;0;29.6;14.3;13
1013.37;79.63;0;29.6;16.9;13
1012.53;79.38;0;31.4;19.3;9
1013.29;79.25;0;31.6;19.3;11
1011.7;78.88;0;31.9;19.8;15
1011.12;80.13;0;32;20;13
1010.9;75.63;0;32.7;19.6;20
1009.78;70.63;0;32.3;17.6;19
1009.78;68.13;0;29.7;15.4;15
1009.81;72;0;28.9;13.6;22
1010.01;70.25;0;28.9;13.4;19
1011.51;74.5;0;29.1;15.3;13
1010.67;76;0;29.3;16.4;19
1009.51;75.75;0;28.5;15.4;15
1010.51;77.25;0;29.5;15.7;13
1010.83;76;0;29.6;16.1;13
1011.7;74.75;0;29.6;16.8;15
1015.77;71.63;0;28;17;17
1018.21;65;0;26;16.1;15
1017.99;69.25;0;26.7;13.9;15
1016.98;70.75;0;28;13;13
1016.15;72.25;0;29.1;13.5;11
1016.55;72.75;0;29.9;14.7;11
1015.71;71.75;0;31.5;15.1;11
1014.75;70;0;31.4;15;15
1013.53;71;0;31;14.9;15
1012.5;68;0;31;15;9
1012.78;66.63;0;31;12.4;15
1012.27;65.25;0;31;12.6;11
1012.65;65.75;0;31.4;12.3;17
1012.41;63.88;0;31.6;12.9;19
1013.69;67.88;0;31.5;14.2;13
1015.81;70.5;0;30.4;16.1;19
1016.02;70.88;0;30.5;15.7;19
1013.23;70;0;31.5;16;17
1012.29;66.88;0;31.7;15.2;17
1011.69;63.88;0;32.1;16.1;19
1010.99;64.63;0;31.7;16.4;4
1011.21;65;0;32.5;14.6;17
1012.35;65.88;0;31.5;15;15
1012.7;66.38;0;32.4;16.5;11
1012.35;66.38;0;30.5;18.9;11
1012.53;71.63;0;29.6;19.7;19
1011.04;65.88;0;32.4;20.2;24
1010.81;80.63;2.1;24.5;23.1;24
1010.22;71.88;0;30.8;17.8;20
1009.22;65.13;0;32.2;17.5;22
1009.89;76;14.5;29.5;21;41
1011.48;92.5;9.3;21.5;19.5;22
1011.32;75.88;0;28.7;15.9;26
1010.6;71.88;0;31;16;22
1011.19;66.75;0;30.8;17.6;20
1012.89;61.13;0;31;15.5;20
1012.54;64;0;31.2;15.2;15
1011.09;63.63;0;32;15.3;13
1011.2;60.5;0;33.3;16.3;15
1011.17;64.75;0;32.7;16.8;22
1010.9;58.88;0;34;18;15
1010.98;54.38;0;33.5;19.9;22
1009.71;59.38;0;34.5;20.2;22
1010.43;56.63;0;33.3;23.8;22
1012.38;58.38;0;32.5;21.7;22
1013.22;60.25;0;31;21.2;22
1012.83;55;0;32.5;18.5;24
1012.79;47.13;0;33.2;14.2;11
1014.34;57.38;0;32;14.3;0
1015.46;65.25;4;30.2;21.4;22
1015.42;64.63;0;30;22;11
1013.95;56.88;0;31;20;22
1013.37;57.25;0;32.7;18.2;22
1012.68;53.38;0;32.5;19.7;19
1011.47;54.63;0;33.1;16.5;17
1010.17;53.5;0;34;16.5;15
1011.16;56.5;0;35.6;16.7;6
1013.92;63.25;0;33.4;19;35
1012.7;67.5;0.2;33;19.5;19
1011.03;63.75;0.3;33.5;18.5;9
1011.9;70;0.1;30.6;22.1;16
1012.65;62.63;0;32.3;20.5;18
1012.45;58;0;32;22.5;11
1011.69;53.38;0;32.7;21.7;5
1012.67;49.88;0;32;20;23
1013.41;53;0;31.2;19;18
1013.4;54.13;0;33.3;18.9;14
1012.27;59.75;1.4;33.2;19;7
1011.3;61.13;3.5;33.3;21.1;22
1010.69;56.75;0;34.5;20;22
1010.35;50.88;0;35.2;21.1;29
1009.67;50.13;0;36;19.4;25
1009.48;46.88;0;36.8;18.6;11
1009.9;47.75;0;37.3;20;20
1008.52;49.25;0;36.8;22.2;22
1007.6;53.38;0;36.9;22.1;9
1006.42;50.38;0;36.7;18.3;22
1006.88;52.13;0;34.9;21.1;36
1007.37;55.75;0;37;21;11
1006.91;51.88;0;37.2;21.3;25
1006.96;42.5;0;37.5;20.4;32
1006.91;49.63;0;36.7;21.3;14
1007.79;48.75;0;37.5;22;13
1009.21;55;0;35.5;23.5;18
1008.61;56.25;0;36.4;22.5;23
1007.43;51.63;0;36.9;22;22
1006.68;47.13;0;37;22.4;25
1006.63;46.13;0;38.2;23.3;23
1007.59;50;0;37.5;23.7;20
1008.02;61.5;4.1;35;24.9;47
1009.64;71.38;0.3;31;22.5;20
1010.48;73;0.5;31.1;23.2;17
1010.31;62.5;0;34.1;23.1;28
1009.43;58.38;0;36;21.2;31
1008.2;52.25;2;38;23.8;31
1010.63;60.25;0;36.7;24.2;26
1012.08;58.63;0;34.5;24;22
1009.54;59.75;0;35.5;22.8;20
1006.76;60.13;0;37;24;48
1006.25;63;1.1;37;23.5;37
1005.3;61.88;0;37.6;24;22
1005.03;55.75;0;37.8;24.8;22
1005.48;51;0;38.6;24.6;22
1004.95;48.75;0;39.7;25.9;24
1007.1;50.13;0;37.8;25.9;26
1006.27;51;0;38.2;25;33
1006.97;44.63;0;37.7;26.5;20
1004.52;47.38;0;40.1;25.5;20
1004.13;49;0;39.2;28.5;31
1004.51;54.38;0;38.7;27.5;35
1003.74;50.63;0;39.1;26.1;24
1003.86;51.13;0;39.2;27.3;17
1005.6;61.5;17.4;38.9;28.1;37
1011.45;76.38;0;31.8;23.4;20
1010.29;68.25;0.5;34.5;24.5;31
1011.48;68.63;0;33.8;23;20
1009.36;63.5;0;34.9;26;24
1006.71;62;0;36.4;25.4;35
1006.58;63.38;12.2;35.5;24.1;31
1009.13;84.63;10.9;30;22.5;31
1009.33;85.25;12.6;28.5;23.8;24
1006.42;73.13;0.6;34;23.6;30
1004.04;75.13;10.7;33.8;24.5;43
1003.14;88.63;27.8;28.7;23.3;22
1004.66;86.75;7;27;21.6;17
1005.36;71.63;0;33.8;22.8;26
1005.26;67.38;0;34.2;22.9;28
1005.44;66.5;0;34.2;24.5;33
1005.3;69.88;1.1;33.9;25.4;35
1004.49;71.88;0;34.5;24.5;30
1005.04;78;4.2;35.5;24.5;39
1005.89;78.13;4.9;33.5;23.7;22
1006.67;82.5;2.8;32.6;23.6;30
1007.86;80.88;14.1;31.3;23.5;35
1008.42;84.5;8.3;28.3;24;35
1008.46;87;12.9;28.7;22.9;22
1008.38;84.5;2.8;30;23.4;24
1005.32;78;0.5;31.2;23.9;24
1004.16;79.38;0.2;29.7;24.1;17
1007.18;82.13;10.7;32.2;24.4;15
1007.25;76.88;0;32.5;22.6;17
1005.76;73;0;34;23.9;30
1006.19;69.88;0;35.3;23.7;22
1006.29;71.75;12.5;34.5;24.5;28
1004.88;75.25;0;33.6;24.1;22
1005.13;72.88;5.6;34.3;24.4;20
1006.89;75;0;34.6;23.5;19
1005.92;67.88;0;34.2;24.4;26
1005.6;74.88;27;33;24.6;30
1004.76;74.88;0;33.9;23.9;22
1004.91;70.63;1.6;33.6;24.6;28
1006.56;77.63;3.4;32;24.5;35
1006.24;77.13;0.5;33.1;23.8;24
1006.41;83;1.8;31;24.2;26
1008.49;83.75;0;31.3;24.6;22
1008.3;85.25;41.8;31.4;24.8;24
1006.27;82.13;17.5;32;23.4;22
1006.04;85.5;12.8;30.7;24.2;37
1008.23;82.13;8.4;32.4;23.9;43
1008.54;79.75;0;32.1;22.7;17
1008.42;72.75;2;33.8;24.2;19
1007.13;70;0;33.9;24.4;22
1006.5;74.88;0;35.3;25;37
1005.26;79.63;15.6;34.5;25;39
1002.12;73.63;0.2;33.6;25.5;28
1002.49;77.5;0.9;31.7;25.5;39
1005.08;80.75;2.4;30;24.4;22
1005.12;79.88;10.4;28.9;23.9;28
1005.76;81.13;2.2;30;23.9;28
1005.93;74.25;1.1;32.5;24.4;20
1007.12;75.38;0.6;32.5;24.8;20
1006.64;75.25;15.5;34.2;24.9;26
1005.6;74.38;0;34;24.8;22
1003.82;67.63;0;35;25.2;26
1002.69;67.88;0;35.5;25;24
1003.37;66.38;0;35.2;26.1;7
1004.97;66.63;0;34;25.3;20
1005.39;71.5;7;33.6;24.9;26
1005.88;69.63;0;34.2;25;9
1005.69;72;1.5;34;24.6;26
1007.03;71.25;0.4;33.2;25.3;22
1006.88;75.38;4.5;33.3;24.3;35
1008.61;77.13;0;32.5;23.4;26
1007.07;69.5;0.9;33;25.2;26
1008.03;78.88;1.8;29.5;24.5;30
1008;69.63;0;33.2;24.7;28
1006.3;68.25;0;33.1;25;22
1004.69;75.13;6.4;32.9;24.9;20
1004.2;77.13;0.7;32.5;24;31
1004.23;74;0;31.5;24.8;28
1006.18;70;0;34.9;25;26
1007.99;72.38;0;33.5;24.2;30
1006.13;70.25;0.7;34;23.9;22
1003.72;67.75;0;34.5;24.1;24
1005.74;70.13;1;33.6;25.6;28
1007.65;76;1.1;32.5;24.9;24
1005.63;70.88;0;32;24;19
1002.77;70.13;0.1;33.6;24.5;26
1002.31;75.25;1.6;31.7;25.5;15
1004.46;82.25;2.1;28.5;24.2;19
1006.03;77;6.1;31.9;23.9;19
1008.23;86.38;41.1;31.5;24.1;26
1007.56;80.13;0.7;33.6;23.9;33
1007.27;77.5;0.2;32.6;24.2;22
1006.06;81.38;6.2;30;24.4;19
1004.85;81.25;0.2;31.5;23.8;30
1004.94;75.13;0.8;32.2;23.8;33
1004.39;73.38;6.3;32.7;24.3;26
1005.16;77.38;0.1;32.8;24.8;33
1005.77;70.25;0;33.6;24.5;20
1005.2;73.38;6.8;32;25.1;22
1003.97;76.13;0;33;24;22
1005.68;77.13;16.7;33.5;25.3;30
1006.2;80.63;6.3;32.1;25;22
1006.5;82.25;2.2;32.7;24;30
1006.6;78.25;0.4;33.3;24.6;30
1006.65;78.63;28.2;32.7;24;26
1005.89;86.13;6;29;24.5;15
1002.92;75.38;0;33.9;23.7;26
999.9;75;0.1;31.9;25.4;22
1000.48;82.5;5;29.1;25.4;30
1004.37;86.13;5.5;29.2;23.6;33
1005.6;83.75;1.8;30;23.1;28
1006.25;88.75;17.4;29;23.6;24
1006.62;86.88;3.9;29.6;23.2;15
1008.26;89;8.4;29.3;24;22
1007.8;84;2.5;32;23.6;28
1007.25;76;0;33.5;24.2;22
1006.57;72.88;0;33.3;23.5;17
1008.21;74.5;2.8;32.4;24;30
1008.28;81.88;0;32;23.6;24
1007.52;76.63;4.7;34.1;23.3;30
1007.89;78.13;0;32.1;24.2;24
1006.57;80.5;0.6;31.7;24.2;19
1005.7;76.25;24.7;33.4;24.5;41
1006.84;73.13;2.5;34.2;24.5;19
1008.17;78.63;3.6;34.1;25.1;26
1008.74;80.13;8.7;32;24.6;28
1009.07;82.13;0;31;23.8;22
1007.84;81.5;0;30.6;23.9;24
1008.26;79.63;1.8;34.3;24.2;26
1007.69;76.88;2.9;33.9;23.5;26
1008.71;73.75;0;34.3;24;19
1008.47;75.13;30.9;32.9;24.9;31
1010;80.75;0.6;32.8;23.2;31
1009.72;80.75;0.7;33.6;24;30
1010.14;80.13;12.7;33.4;23.8;33
1008.86;75.88;6.1;33.6;23.9;20
1008.21;86.63;6.2;31.5;25;26
1009.29;89.38;70.9;29.7;24.2;15
1009.26;86.25;26.3;31.1;23.4;41
1009.14;81.13;0.2;32.3;22;19
1008.89;80.13;0;32.5;24.5;19
1007.65;83.5;44;32.5;23.6;19
1006.57;80.88;14.3;33.3;23;24
1007.01;85.63;0;32.2;22.6;15
1006.98;84.63;1.9;31;24.8;17
1008;87.88;4.5;30;24.5;22
1008.63;82;0;31.7;23.6;0
1007.38;74.38;0;33.1;23.9;20
1007.91;81.75;25.6;32.7;24.5;30
1009.24;83.5;0.4;29.5;23.2;24
1008.21;79.13;0;33.5;24;22
1008.89;82.38;4.3;32.3;24.9;24
1008.86;82;5.3;33.2;24.5;30
1007.58;82.75;0;31.6;22.9;20
1006.21;79.13;0;32.5;23.6;26
1005.98;79.63;2.5;32.7;23.4;24
1005.85;73.25;0;32.5;24.2;20
1005.89;76.88;0;31.6;24.3;22
1007.96;75.25;0;32.7;23.6;20
1008.24;74.5;1.8;33.1;24;19
1009;83.25;0.8;32.5;23.2;24
1007.02;75.63;7.3;34.5;24.2;37
1009.8;89;10.9;26;22.9;13
1011.61;84.5;0;30.5;23.3;17
1011.57;75.88;0.1;32.1;24;33
1009.36;76.38;0;33.8;23;22
1010.48;81.25;7.5;33.5;24;41
1011.13;82.75;0.7;30.6;23.4;13
1010.94;81.5;1.7;31;23.2;19
1011.44;75;0;33.5;23.4;15
1012.78;83.5;10.5;28.6;23.4;11
1013.36;78.5;0;32.9;23.5;26
1014.05;74.75;0;33.5;23.2;22
1012.33;73.75;0;32.6;24.1;20
1010.59;75.13;0;32.9;22.4;30
1012.25;71.75;0;33.5;22.4;24
1012.59;71.38;0;33.5;22.1;26
1011.76;79.13;3.1;32.1;22.9;24
1010.53;73.13;0;33.7;23.3;28
1011.36;71.13;0;33;22.6;20
1012.56;72.5;0;32.8;24.4;22
1010.77;83.88;44.6;32.1;23;30
1010.79;83.88;5.2;31.3;23.3;13
1011.21;79.13;39.4;33.3;23.8;44
1011.47;80;5.6;31.8;22.6;19
1012.84;83.38;1.3;31;22.6;19
1013.06;80.13;8.1;31.8;23.6;22
1011.71;86.75;22.8;29.4;24.2;37
1013.11;89.5;24.1;29.5;23.4;33
1012.19;82.63;0;30;22.7;17
1011.07;74.75;0;32;23.1;19
1010.21;78.63;0;32.3;23.1;24
1009.64;80.75;2.5;31;24.2;22
1009.06;84.75;14.9;29.9;24.1;20
1009.92;83.75;0.3;30.7;23.3;13
1011.51;74;0;32.3;23.9;20
1012.17;77.13;0.5;31.8;21.5;15
1010.81;77.63;0.3;31.9;22.9;15
1010.14;79.38;11.3;31;23.5;17
1011.32;82;4.6;32.7;22.7;24
1011.03;71.63;0;32.7;22.6;28
1013.26;80.5;0;31;20.4;35
1015.53;67;0;29.5;16.1;28
1016.46;67.38;0;29;15;17
1014.74;71.38;0;28.6;15.1;15
1014.45;70.13;0;28.1;16.3;17
1015.19;73;0;27.8;15.3;15
1013.55;74.75;0;28.6;15.2;19
1011.7;72;0;31.3;17;11
1010.58;74.25;0;32.5;19.4;17
1011.58;74.75;0;31.5;21;20
1014.88;77.5;2.2;29.9;21.4;20
1016.15;78.63;0;29.5;21.9;17
1015.59;77.25;0;28.2;23.1;19
1014.68;80;0;30.3;21;19
1014.57;76;0;31.7;20.3;15
1014.06;73.25;0;31.2;21.7;19
1015.2;74;0;31.6;20.9;17
1016.56;71.25;0;30.5;19.4;30
1017.79;65.13;0;28.9;17.1;31
1018.19;64.13;0;28;17.4;28
1020.1;70.38;0;27.2;14.6;24
1020.11;63.75;0;26.5;13.3;26
1018.87;66.25;0;27;11.5;13
1017.33;69.63;0;26.3;11.8;11
1013.43;73.13;0;26.8;12.5;15
1014.71;70.75;0;29.2;14.4;13
1017.83;69.13;0;29.5;15.6;17
1017.88;70.38;0;28;16.3;17
1016.4;72.88;0;28.1;17;13
1017.17;72.13;0;28.4;16.2;15
1016.49;74;0;28.5;16.1;13
1014.35;70.88;0;28.4;16.4;19
1014.08;66.75;0;29;20.2;11
1014;72.5;0;29;17.6;17
1014.65;75.13;0;30;16.2;17
1015.34;74.88;0;29.5;16.8;19
1015.87;72.38;0;29;17.3;17
1015.4;72.38;0;28.1;15.8;13
1016.76;70.88;0;29;16;15
1017.23;73.63;0;27.3;15.4;15
1016.1;70.25;0;27;17.9;11
1016.09;71.13;0;27.2;14;15
1016.19;72.5;0;27.4;13.6;15
1016.15;71.63;0;28.9;14.9;0
1016.07;70.63;0;29.2;15.3;17
1014.93;68;0;29.4;16.5;15
1015.28;67.25;0;29.4;16.3;13
1015.82;84.88;7.1;22.4;19.8;7
1014.53;79.38;0;27.3;19.6;19
1013.08;77.38;0;27;17.3;20
1013.83;73.88;0;29;16.7;19
1014.11;70.88;0;30.3;16.1;15
1014.65;71;0;30.5;15.8;19
1014.96;70.75;0;29.8;16.5;9
1016.84;73.63;0;25.5;20.2;22
1016.21;70.13;0;28.5;18.7;15
1014.77;71.13;0;29.3;16.4;22
1013.53;69.88;0;29.1;15.6;22
1014.44;69.5;0;29;16;17
1016.77;69.38;0;29.4;16.5;15
1018.35;70.5;0;29.7;14.4;15
1019.28;65.38;0;29;14.7;17
1019.25;66;0;26.2;18.5;17
1018.53;71;0;26.6;15;15
1021.06;73.13;0;27;13.5;15
1022.95;69;0;26.6;12.9;17
1022.68;69.13;0;26.2;11.2;17
1023.48;68.75;0;25.5;11.4;13
1021.27;69.75;0;26;10.9;13
1018.78;69.13;0;26.9;11.6;13
1017.06;70.75;0;27.7;12;15
1014.78;71.5;0;28.4;12.5;19
1013.24;68.63;0;30.6;13.1;11
1014.38;68.63;0;30.5;14;19
1012.78;70.5;0;30.5;14.1;22
1011.54;69;0;31.5;14.6;11
1014.02;66;0;30.5;15.5;20
1012.83;67.25;0;31;17.4;24
1011.79;67.88;0;32;16.7;19
1012.5;68.25;0;32.5;16.4;19
1011.64;65.63;0;32.4;16.2;15
1012.13;64.25;0;32.7;15.4;15
1012.09;62.13;0;32.5;15.8;20
1011.09;61.75;0;32.4;16.6;15
1012.26;64.75;0;32.2;16.3;19
1013.18;65;0;32.5;18.5;19
1011.72;64.88;0;32;18.8;19
1012.17;60.88;0;32.5;16.9;24
1013.16;60.88;0;32.3;17.2;24
1013.65;56.63;0;32;18.6;19
1012.68;65.13;0;31.5;19.5;19
1013.81;60;0;33.5;20.6;19
1013.43;62.25;0;32.9;18.6;15
1012.58;64.25;0;33;19;19
1011.68;68.88;0;32.3;20;15
1007.97;59;0;33.9;17.2;26
1008.08;52.5;0;33.5;16.5;15
1009.09;58.38;0;33.5;15.1;13
1008.73;60.5;0;34.5;15.4;13
1011.07;57.88;0;35.3;16.4;13
1010.88;59;0;36;16.1;17
1010.07;61.88;0;33.6;17.8;11
1009.19;62.75;0;35.4;21.2;26
1011.53;57.25;0;36;21.4;13
1008.82;58.5;0;36.1;20.7;19
1006.17;52.75;0;37.5;22;28
1008.2;52.63;0;36.4;19.8;17
1008.47;48.88;0;35.4;16.6;15
1008.88;54.13;0;35.3;16.5;13
1009.23;53.75;0;36;17.4;13
1008.54;53.63;0;36.5;16.4;15
1008.33;54;0;36;17.3;15
1009.61;53.75;0;35.8;16.8;17
1008.82;55.13;0;36;21.2;22
1008.52;52.25;0;36.6;20;22
1008.12;44.88;0;37;20.2;35
1006.63;44.63;0;36.2;19.4;22
1008.3;47.75;0;35.5;18;13
1008.51;53.13;0;35.6;18.6;13
1008.89;48.63;0;37;19;22
1010.61;50.38;0;36;18.3;22
1010.74;51.25;0;36.9;17.8;15
1010.12;49.75;0;35;18.1;15
1008.37;48.5;0;37.5;19;20
1010.46;53.25;0;34.6;19.9;13
1013.17;61.38;0;31;21.7;19
1012.6;54.75;0;31.7;20;17
1010.71;57;0;33.6;21.4;15
1009.51;60.75;12.7;32.5;23.8;33
1011.76;80.63;0.7;28.5;21.1;22
1010.06;66.13;0;34;20.4;15
1009.76;63;1.5;35.5;21.1;30
1008.78;63.5;0;34.7;21.6;20
1008.54;60.13;0;34.7;22.1;28
1010.38;65.5;1.8;35.5;22.8;33
1009.97;72;0;33.1;22.2;44
1009.9;66.5;0;34.2;21.4;43
1009.39;64.63;0;34;23.5;44
1010.28;61.38;0;35;20.8;22
1010.32;59.13;0;34.5;22;28
1009.51;57.5;0;35.3;20.8;15
1008.21;52;0;37.3;21.4;24
1008.79;52;0;37;22;30
1011;53.13;0;35.5;22.6;41
1010.55;60.38;0;33.8;22.2;48
1009.71;59.13;0;35.4;23.5;33
1010.55;56.25;0;36.8;21.4;17
1009.43;53;0;36.5;21.5;15
1007.6;53.75;0;36.8;21.6;24
1008;53.75;0;36;25.2;19
1008.09;58.25;3.2;36.7;25.5;37
1008.43;60.88;0;37.5;24.6;43
1007.97;56.88;0;37.5;24.2;31
1008.84;73.13;23.5;36;24.4;69
1007.96;75.5;5.1;35.6;23.1;44
1005.89;64.5;0;35.6;23;30
1006.54;64.88;0.3;35;26.1;31
1007.92;72.63;0;34.4;24.6;22
1005.99;62.63;0.2;36.8;26.2;24
1004.56;56.88;0.7;36.4;27;37
1006.86;59.5;0;35;26;33
1005.93;50.38;0;39.3;24.5;37
1004.24;48.38;0;38.6;26;26
1003.43;49.63;0;36.9;26.2;24
1005.15;51;0;37.3;25.8;26
1005.29;50.88;0;39;25.7;24
1005.12;54.75;0;38.5;25.6;20
1005.86;53;22.2;40.1;26.8;30
1010.43;84.13;13.6;29.1;23.6;22
1009.98;76.75;0;32.7;23.8;20
1008.95;67.75;2.5;34.9;25.4;30
1008.95;73.38;26.6;34.5;24.4;41
1008.49;73;0;34;23.1;28
1009.68;73.88;0;35.6;24.2;52
1010.35;67.75;0;33.6;23.1;35
1010.66;68.88;0;34.1;24.9;28
1010.19;71.25;0;33.3;23.7;28
1008.45;69.75;0;33.6;25.2;28
1006.98;69.75;0.8;34.5;23.9;19
1005.31;69.38;5.4;36.4;24.5;28
1003.94;69.25;0;36.6;24.1;26
1003.08;64.25;5.5;37;25.4;39
1004.55;69.25;0;36.4;24.5;26
1005.43;62.63;0;35.8;26.2;28
1006.84;68.88;0.4;35.3;24.7;33
1006.75;72;4.5;32.5;24.4;22
1006.39;86.38;23.6;30.6;23.9;28
1007.99;88.25;8;29.1;23.6;22
1009.76;84;10.3;31;23.5;17
1009.76;76.88;8.7;34.5;24;17
1008.64;80.75;12.5;33.8;24;33
1007.15;78.88;13.1;33.6;23.4;31
1005.87;67.88;0;34.9;24.7;31
1006.41;69.25;0;35;22.4;19
1005.82;62.38;0;35.3;24.7;30
1006.38;66.5;0;35.7;25.1;28
1004.73;67.5;0;35.5;26.2;44
1004.94;67.38;0;34.6;26.4;41
1005.6;68;0;34.7;25.1;15
1003.48;67.88;0;34.6;25.9;17
1003.68;74.13;10.2;35.5;26.5;30
1006.31;80.88;6.1;33.1;25;35
1007.05;86.13;13;31.5;23.6;31
1006.92;86.63;19.9;30.7;25;24
1004.87;76.38;0.8;32.3;24;26
1002.91;66.5;0;34.5;24.9;20
1001.81;69.75;0;34.2;24.4;30
1003.07;71.25;8.3;33.5;24.9;26
1003.81;83;5.8;30.9;23.9;24
1004.05;90.88;16.5;28.3;23.7;19
1004.11;88.75;8;29;23.5;15
1004.73;87.75;19.4;28;24.1;19
1006.01;77.75;0;32.9;22.6;28
1007.33;72.25;0;33.1;23.4;24
1006.57;70.75;0;34;24.4;28
1007.21;76.63;0;31.8;24.1;28
1007.64;74.25;0;31.4;24;20
1006.2;77.13;1.4;32.4;24;22
1003.34;73.13;0;34.2;23.8;17
1002.67;79.5;22.4;34;25.6;31
1004.66;87.13;11;32;23.8;33
1004.76;88.5;12.5;29.7;24;19
1004.98;79.88;1.2;32.3;23.9;37
1005.12;70.63;0;33.8;23.6;31.5
1004.37;71;1;31.9;24.4;27.8
1004.18;72;0;33.5;23.9;29.6
1005.37;72.75;21.2;32.5;24.3;25.9
1005.8;76.88;0;33;24.3;22.2
1005.39;71.88;0;33.5;25;16.7
1005.94;74.75;4.8;32.3;25.4;25.9
1005.38;74.13;0.5;32.1;24;33.3
1005.3;69;0.3;33.8;25.3;20.4
1006.54;72;0.2;31.8;25.4;22.2
1007.69;79.88;4.9;29.2;25.5;27.8
1008.67;87.75;8.4;28.6;24;22
1008.09;78.75;0;31.3;23.4;22
1005.68;73.63;3.3;32.4;24.1;26
1005.05;76.38;0.6;32;25;26
1006.73;88.63;28.7;26.5;25;20
1008.03;94.88;21.1;25;23;17
1008.3;81.63;9.2;30;22.9;20
1008;77.25;0.1;32;22.5;0
1007.07;74.13;2.1;33.1;24.2;28
1005.65;67.13;0;34.9;24.1;24
1003.67;70.38;0;34.5;24.2;22
1000.74;77.63;2.9;34.6;24.8;19
1000.8;80.5;2;31.5;24.9;37
1004.77;76.88;0.1;30.7;24;22
1005.16;72.5;0.4;33.1;24.6;26
1003.39;68.75;0;34.3;25.1;24
1001.41;68.88;5.2;34.6;24.5;24
1003.61;83.75;2;31.7;25;33
1004.04;76.75;0.7;32.4;24.5;20
1005.48;73.88;0;32;25;22
1007.26;83;10.8;30.5;24.9;28
1005.49;74.88;0.6;34;24.3;20
1004.36;70.75;0;35;25.4;20
1003.94;64.38;0;35.3;25.3;24
1004.8;67.63;0;32.7;25.5;24
1006.26;72.88;0;29.5;25.3;20
1006.18;71.5;0.2;30.9;24.3;22
1005.88;76.63;0.3;32.5;24.7;31
1006.74;73.25;0.3;30.8;25;24
1005.43;78.88;25;32.1;25.3;28
1003.71;77.88;0;31.4;24.2;17
1002.87;74;0;32.7;25.4;19
1002.03;70.38;0;35;25;26
1002.07;67.25;0;34.5;25.8;22
1002.93;69;0;33.5;25;17
1002.29;71.88;0;32.9;25.5;24
1001.68;71.63;0.8;34.5;25;30
1002.38;85.13;4.1;28.8;24.8;24
1002.58;83.75;5.9;29.5;24.3;20
1002.28;80.38;9.6;30.8;23.9;24
1003.69;70.5;0;34.8;23.4;22
1005.5;71.63;0;34;25.2;24
1005.72;77.63;0;32.7;25.2;22
1006.1;83.13;22.2;32.8;25.8;39
1007.34;80;0.5;33.1;24.4;24
1009.26;77;2.7;32.5;24.7;20
1009.83;81;31.6;32.6;25.2;24
1010.38;83;4;32;23;17
1009.75;77.13;1.1;34;24;35
1011.09;73.13;2.7;35;23.5;41
1010.46;74.63;8.7;35;23.4;48
1007.74;75.63;4.2;34.3;23.1;30
1007.61;85.63;7.3;29;24;22
1007.68;80.5;13.7;32.1;23;22
1008.66;78.5;1.5;32.6;23.4;26
1009.8;74.88;0;33.7;23.8;17
1008.01;70.13;0;35;24.7;19
1008.1;72.75;0;35;24.1;17
1007.92;74.75;0;35;25.1;33
1007.56;78;4.2;34;24.2;26
1009.23;77.38;0.8;32.5;24.5;26
1009.24;81.88;1.2;32.9;25;24
1008.18;76.75;0.7;32.9;24.6;22
1007.83;76.75;7;34.5;24.3;31
